Sector,Land Type,Size (Acres),Dist to Beach (km),Owner,Patta
Pondicherry,farmland,2.06,4.8,"Restricted (Requires TN Nilam Auth)",Restricted
Cuddalore,farmland,7.9,3.75,"Restricted (Requires TN Nilam Auth)",Restricted
Cuddalore,other,20.44,0.06,"Restricted (Requires TN Nilam Auth)",Restricted
Cuddalore,commercial,1.5,5.34,"Restricted (Requires TN Nilam Auth)",Restricted
Cuddalore,industrial,2.81,3.3,"Restricted (Requires TN Nilam Auth)",Restricted
Cuddalore,residential,38,0.35,"Restricted (Requires TN Nilam Auth)",Restricted
Cuddalore,farmland,132.05,4.1,"Restricted (Requires TN Nilam Auth)",Restricted
Cuddalore,farmland,13.57,4.22,"Restricted (Requires TN Nilam Auth)",Restricted
Cuddalore,residential,16.09,4.31,"Restricted (Requires TN Nilam Auth)",Restricted
Cuddalore,commercial,0.27,4.18,"Restricted (Requires TN Nilam Auth)",Restricted
Cuddalore,residential,9.03,2.73,"Restricted (Requires TN Nilam Auth)",Restricted
Cuddalore,residential,69.43,2.82,"Restricted (Requires TN Nilam Auth)",Restricted
Cuddalore,residential,11.86,1.28,"Restricted (Requires TN Nilam Auth)",Restricted
Cuddalore,residential,18.24,1.72,"Restricted (Requires TN Nilam Auth)",Restricted
Cuddalore,farmland,14.4,0.57,"Restricted (Requires TN Nilam Auth)",Restricted
Cuddalore,farmland,6.3,4.06,"Restricted (Requires TN Nilam Auth)",Restricted
Cuddalore,other,6.23,0.02,"Restricted (Requires TN Nilam Auth)",Restricted
Cuddalore,other,15.09,0.03,"Restricted (Requires TN Nilam Auth)",Restricted
Cuddalore,other,2.11,0.03,"Restricted (Requires TN Nilam Auth)",Restricted
Cuddalore,other,7.31,0.04,"Restricted (Requires TN Nilam Auth)",Restricted
Cuddalore,forest,1.08,0.09,"Restricted (Requires TN Nilam Auth)",Restricted
Cuddalore,farmland,27.46,0.26,"Restricted (Requires TN Nilam Auth)",Restricted
Cuddalore,residential,0.04,0.11,"Restricted (Requires TN Nilam Auth)",Restricted
Cuddalore,residential,0.54,0.54,"Restricted (Requires TN Nilam Auth)",Restricted
Cuddalore,residential,175.71,2.54,"Restricted (Requires TN Nilam Auth)",Restricted
Cuddalore,residential,16.81,1.14,"Restricted (Requires TN Nilam Auth)",Restricted
Cuddalore,residential,10.4,0.87,"Restricted (Requires TN Nilam Auth)",Restricted
Cuddalore,residential,10.52,1.08,"Restricted (Requires TN Nilam Auth)",Restricted
Cuddalore,industrial,4.37,1.43,"Restricted (Requires TN Nilam Auth)",Restricted
Cuddalore,industrial,2.32,0.76,"Restricted (Requires TN Nilam Auth)",Restricted
Cuddalore,industrial,4.4,0.71,"Restricted (Requires TN Nilam Auth)",Restricted
Cuddalore,industrial,12.5,0.94,"Restricted (Requires TN Nilam Auth)",Restricted
Cuddalore,commercial,4.43,2.07,"Restricted (Requires TN Nilam Auth)",Restricted
Cuddalore,industrial,122.45,0.73,"Restricted (Requires TN Nilam Auth)",Restricted
Cuddalore,residential,31.58,1.45,"Restricted (Requires TN Nilam Auth)",Restricted
Cuddalore,residential,17.41,0.59,"Restricted (Requires TN Nilam Auth)",Restricted
Chidambaram,residential,2805.84,null,"Restricted (Requires TN Nilam Auth)",Restricted
Chidambaram,residential,77.99,null,"Restricted (Requires TN Nilam Auth)",Restricted
Chidambaram,residential,153.22,null,"Restricted (Requires TN Nilam Auth)",Restricted
Chidambaram,residential,21.91,null,"Restricted (Requires TN Nilam Auth)",Restricted
Chidambaram,residential,9.2,null,"Restricted (Requires TN Nilam Auth)",Restricted
Chidambaram,residential,98.08,null,"Restricted (Requires TN Nilam Auth)",Restricted
Chidambaram,residential,3.41,null,"Restricted (Requires TN Nilam Auth)",Restricted
Chidambaram,residential,20.31,null,"Restricted (Requires TN Nilam Auth)",Restricted
Chidambaram,residential,0.95,null,"Restricted (Requires TN Nilam Auth)",Restricted
Chidambaram,residential,103.82,null,"Restricted (Requires TN Nilam Auth)",Restricted
Sirkazhi,residential,118.05,5.33,"Restricted (Requires TN Nilam Auth)",Restricted
Sirkazhi,residential,122.14,0.6,"Restricted (Requires TN Nilam Auth)",Restricted
Sirkazhi,other,22.25,0.06,"Restricted (Requires TN Nilam Auth)",Restricted
Sirkazhi,other,21.81,0.04,"Restricted (Requires TN Nilam Auth)",Restricted
Sirkazhi,other,18.14,0.02,"Restricted (Requires TN Nilam Auth)",Restricted
Nagapattinam,residential,908.24,0.96,"Restricted (Requires TN Nilam Auth)",Restricted
Nagapattinam,residential,52.99,0.3,"Restricted (Requires TN Nilam Auth)",Restricted
Nagapattinam,industrial,3.03,0.21,"Restricted (Requires TN Nilam Auth)",Restricted
Nagapattinam,other,27.25,0.02,"Restricted (Requires TN Nilam Auth)",Restricted
Nagapattinam,other,20.52,0.01,"Restricted (Requires TN Nilam Auth)",Restricted
Nagapattinam,other,4.77,0.03,"Restricted (Requires TN Nilam Auth)",Restricted
Nagapattinam,other,11.66,0.05,"Restricted (Requires TN Nilam Auth)",Restricted
Nagapattinam,other,27.28,0.02,"Restricted (Requires TN Nilam Auth)",Restricted
Nagapattinam,other,16.6,0.01,"Restricted (Requires TN Nilam Auth)",Restricted
Vedaranyam,residential,263.8,2.31,"Restricted (Requires TN Nilam Auth)",Restricted
Vedaranyam,residential,16.77,1.72,"Restricted (Requires TN Nilam Auth)",Restricted
Vedaranyam,residential,1,2.05,"Restricted (Requires TN Nilam Auth)",Restricted
Vedaranyam,residential,3.59,1.94,"Restricted (Requires TN Nilam Auth)",Restricted
Vedaranyam,residential,0.53,1.92,"Restricted (Requires TN Nilam Auth)",Restricted
Vedaranyam,industrial,70.38,2.42,"Restricted (Requires TN Nilam Auth)",Restricted
Vedaranyam,industrial,25.19,1.78,"Restricted (Requires TN Nilam Auth)",Restricted
Vedaranyam,other,32.07,0,"Restricted (Requires TN Nilam Auth)",Restricted
Vedaranyam,other,14.37,0.01,"Restricted (Requires TN Nilam Auth)",Restricted
Adirampattinam,residential,1100.56,3.02,"Restricted (Requires TN Nilam Auth)",Restricted
Adirampattinam,residential,11.59,3.42,"Restricted (Requires TN Nilam Auth)",Restricted
Adirampattinam,residential,8.17,3.64,"Restricted (Requires TN Nilam Auth)",Restricted
Adirampattinam,residential,2.49,3.14,"Restricted (Requires TN Nilam Auth)",Restricted
Adirampattinam,residential,5.61,2.98,"Restricted (Requires TN Nilam Auth)",Restricted
Adirampattinam,residential,1.45,0.89,"Restricted (Requires TN Nilam Auth)",Restricted
Adirampattinam,residential,2,1.34,"Restricted (Requires TN Nilam Auth)",Restricted
Adirampattinam,residential,4.96,2.38,"Restricted (Requires TN Nilam Auth)",Restricted
Adirampattinam,residential,0.41,1.86,"Restricted (Requires TN Nilam Auth)",Restricted
Adirampattinam,residential,0.78,1.85,"Restricted (Requires TN Nilam Auth)",Restricted
Adirampattinam,other,6.63,0.02,"Restricted (Requires TN Nilam Auth)",Restricted
Ramanathapuram,industrial,19.68,null,"Restricted (Requires TN Nilam Auth)",Restricted
Ramanathapuram,industrial,5.74,null,"Restricted (Requires TN Nilam Auth)",Restricted
Ramanathapuram,residential,10.19,null,"Restricted (Requires TN Nilam Auth)",Restricted
Ramanathapuram,residential,2.95,null,"Restricted (Requires TN Nilam Auth)",Restricted
Ramanathapuram,residential,8.09,null,"Restricted (Requires TN Nilam Auth)",Restricted
Ramanathapuram,residential,8.32,null,"Restricted (Requires TN Nilam Auth)",Restricted
Ramanathapuram,residential,16.63,null,"Restricted (Requires TN Nilam Auth)",Restricted
Ramanathapuram,residential,11.53,null,"Restricted (Requires TN Nilam Auth)",Restricted
Ramanathapuram,residential,5.51,null,"Restricted (Requires TN Nilam Auth)",Restricted
Ramanathapuram,residential,4.03,null,"Restricted (Requires TN Nilam Auth)",Restricted
Ramanathapuram,residential,3.96,null,"Restricted (Requires TN Nilam Auth)",Restricted
Ramanathapuram,residential,19.45,null,"Restricted (Requires TN Nilam Auth)",Restricted
Ramanathapuram,residential,9.87,null,"Restricted (Requires TN Nilam Auth)",Restricted
Ramanathapuram,residential,8.38,null,"Restricted (Requires TN Nilam Auth)",Restricted
Ramanathapuram,residential,54.75,null,"Restricted (Requires TN Nilam Auth)",Restricted
Ramanathapuram,residential,1.84,null,"Restricted (Requires TN Nilam Auth)",Restricted
Ramanathapuram,residential,12.47,null,"Restricted (Requires TN Nilam Auth)",Restricted
Rameswaram,industrial,2.44,1.24,"Restricted (Requires TN Nilam Auth)",Restricted
Rameswaram,commercial,1.88,1.11,"Restricted (Requires TN Nilam Auth)",Restricted
Rameswaram,residential,1.79,0.69,"Restricted (Requires TN Nilam Auth)",Restricted
Rameswaram,other,1.02,0.03,"Restricted (Requires TN Nilam Auth)",Restricted
Rameswaram,residential,2.41,1.09,"Restricted (Requires TN Nilam Auth)",Restricted
Rameswaram,residential,4.79,1.78,"Restricted (Requires TN Nilam Auth)",Restricted
Rameswaram,residential,52.77,0.32,"Restricted (Requires TN Nilam Auth)",Restricted
Rameswaram,residential,25.27,1.04,"Restricted (Requires TN Nilam Auth)",Restricted
Rameswaram,residential,11.88,0.33,"Restricted (Requires TN Nilam Auth)",Restricted
Rameswaram,residential,55.03,0.91,"Restricted (Requires TN Nilam Auth)",Restricted
Rameswaram,residential,1.06,1.58,"Restricted (Requires TN Nilam Auth)",Restricted
Rameswaram,forest,2.31,0.8,"Restricted (Requires TN Nilam Auth)",Restricted
Rameswaram,forest,1.84,1.01,"Restricted (Requires TN Nilam Auth)",Restricted
Rameswaram,forest,5.09,2.35,"Restricted (Requires TN Nilam Auth)",Restricted
Rameswaram,forest,2.76,1.5,"Restricted (Requires TN Nilam Auth)",Restricted
Rameswaram,forest,2.76,1.51,"Restricted (Requires TN Nilam Auth)",Restricted
Rameswaram,forest,4.09,1.65,"Restricted (Requires TN Nilam Auth)",Restricted
Kilakarai,residential,407.44,0.51,"Restricted (Requires TN Nilam Auth)",Restricted
Kilakarai,residential,27.46,0.44,"Restricted (Requires TN Nilam Auth)",Restricted
Kilakarai,residential,13.28,0.73,"Restricted (Requires TN Nilam Auth)",Restricted
Kilakarai,residential,11.44,0.5,"Restricted (Requires TN Nilam Auth)",Restricted
Kilakarai,farmland,28.84,0.8,"Restricted (Requires TN Nilam Auth)",Restricted
Kilakarai,residential,15.18,1.73,"Restricted (Requires TN Nilam Auth)",Restricted
Kilakarai,residential,24.1,2.11,"Restricted (Requires TN Nilam Auth)",Restricted
Kilakarai,residential,24.27,1.72,"Restricted (Requires TN Nilam Auth)",Restricted
Kilakarai,residential,11.43,1.88,"Restricted (Requires TN Nilam Auth)",Restricted
Kilakarai,residential,9.79,0.58,"Restricted (Requires TN Nilam Auth)",Restricted
Kilakarai,residential,45.05,1.91,"Restricted (Requires TN Nilam Auth)",Restricted
Kilakarai,residential,6.68,2.27,"Restricted (Requires TN Nilam Auth)",Restricted
Thoothukudi,industrial,1016.85,0.7,"Restricted (Requires TN Nilam Auth)",Restricted
Thoothukudi,industrial,35.65,0.12,"Restricted (Requires TN Nilam Auth)",Restricted
Thoothukudi,industrial,44.91,0.11,"Restricted (Requires TN Nilam Auth)",Restricted
Thoothukudi,industrial,232.88,7.6,"Restricted (Requires TN Nilam Auth)",Restricted
Thoothukudi,industrial,7.93,6.63,"Restricted (Requires TN Nilam Auth)",Restricted
Thoothukudi,industrial,88.2,0.88,"Restricted (Requires TN Nilam Auth)",Restricted
Thoothukudi,industrial,48.87,0.51,"Restricted (Requires TN Nilam Auth)",Restricted
Thoothukudi,commercial,0.76,1.76,"Restricted (Requires TN Nilam Auth)",Restricted
Thoothukudi,commercial,1.26,2.21,"Restricted (Requires TN Nilam Auth)",Restricted
Thoothukudi,farmland,6.22,1.65,"Restricted (Requires TN Nilam Auth)",Restricted
Thoothukudi,residential,4.19,3.32,"Restricted (Requires TN Nilam Auth)",Restricted
Thoothukudi,industrial,5.2,0.22,"Restricted (Requires TN Nilam Auth)",Restricted
Thoothukudi,industrial,4.53,0.2,"Restricted (Requires TN Nilam Auth)",Restricted
Thoothukudi,industrial,25.78,6.81,"Restricted (Requires TN Nilam Auth)",Restricted
Thoothukudi,industrial,5.71,4.88,"Restricted (Requires TN Nilam Auth)",Restricted
Thoothukudi,industrial,637.68,6.76,"Restricted (Requires TN Nilam Auth)",Restricted
Thoothukudi,industrial,532.4,8.56,"Restricted (Requires TN Nilam Auth)",Restricted
Thoothukudi,residential,66.16,1.98,"Restricted (Requires TN Nilam Auth)",Restricted
Thoothukudi,industrial,15.51,3.61,"Restricted (Requires TN Nilam Auth)",Restricted
Thoothukudi,industrial,307.29,5.36,"Restricted (Requires TN Nilam Auth)",Restricted
Thoothukudi,commercial,1.92,0.63,"Restricted (Requires TN Nilam Auth)",Restricted
Tiruchendur,other,11,0.02,"Restricted (Requires TN Nilam Auth)",Restricted
Tiruchendur,other,33.89,0.02,"Restricted (Requires TN Nilam Auth)",Restricted
Tiruchendur,other,59.63,0.14,"Restricted (Requires TN Nilam Auth)",Restricted
Tiruchendur,other,8.11,0.07,"Restricted (Requires TN Nilam Auth)",Restricted
Tiruchendur,residential,16.17,4.32,"Restricted (Requires TN Nilam Auth)",Restricted
Tiruchendur,residential,85.15,0.28,"Restricted (Requires TN Nilam Auth)",Restricted
Tiruchendur,other,6.02,0.02,"Restricted (Requires TN Nilam Auth)",Restricted
Tiruchendur,residential,11.44,0.54,"Restricted (Requires TN Nilam Auth)",Restricted
Tiruchendur,residential,15.26,0.67,"Restricted (Requires TN Nilam Auth)",Restricted
Tiruchendur,residential,2.6,0.81,"Restricted (Requires TN Nilam Auth)",Restricted
Tiruchendur,residential,21.85,0.7,"Restricted (Requires TN Nilam Auth)",Restricted
Tiruchendur,residential,149.38,1.99,"Restricted (Requires TN Nilam Auth)",Restricted
Tiruchendur,residential,22.6,4.01,"Restricted (Requires TN Nilam Auth)",Restricted
Tiruchendur,residential,45.85,3.56,"Restricted (Requires TN Nilam Auth)",Restricted
Tiruchendur,residential,33.02,2.29,"Restricted (Requires TN Nilam Auth)",Restricted
Tiruchendur,residential,56.68,2.7,"Restricted (Requires TN Nilam Auth)",Restricted
Tiruchendur,residential,49.12,1.76,"Restricted (Requires TN Nilam Auth)",Restricted
Tiruchendur,other,1.65,0.01,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,industrial,33.52,0.13,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,commercial,10.37,0.18,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,4.01,0.18,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,9.79,0.2,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,other,0.11,0.01,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,commercial,17.57,0.22,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,commercial,2.17,0.27,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,commercial,11.71,0.42,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,12.39,0.16,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,26.88,1.97,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,36.09,4.5,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,19.73,0.26,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,18.68,4.99,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,31,4.68,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,75.13,2.89,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,42.08,0.2,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,6.16,0.52,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,34.76,2.76,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,10.32,2.84,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,27.04,3.06,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,6.98,1.28,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,56.8,3.07,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,21.77,2.98,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,10.79,3.22,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,19.35,4.66,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,13.18,4.36,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,24.67,4.13,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,10.68,4.09,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,38.15,4.24,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,11.68,3.97,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,10.45,4.25,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,36.64,4.2,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,42.6,4.53,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,28.7,4.22,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,45.54,3.73,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,19,3.73,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,12.82,2.43,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,5.51,1.81,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,20.2,0.74,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,126.99,1.26,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,30.5,1.63,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,22.37,2.2,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,industrial,0.58,0.24,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,10.99,3.58,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,0.23,2.18,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,0.41,2.12,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,1.73,1.98,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,1.84,2.05,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,3.48,1.69,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,2.8,1.67,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,1.02,2.09,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,0.7,2.05,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,0.84,2.15,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,3.02,2.09,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,1.2,2,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,0.97,1.97,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,12.77,1.59,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,industrial,0.87,1.76,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,industrial,1.47,1.86,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,1.14,1.79,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,0.45,1.77,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,1.9,1.35,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,4.38,1.57,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,5.82,1.53,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,2.36,1.43,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,3.18,1.57,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,commercial,1.14,0.05,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,commercial,1.86,0.11,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,commercial,1.78,0.1,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,commercial,0.92,0.1,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,industrial,0.68,0.19,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,industrial,2.9,0.8,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,32.81,0.63,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,5.25,0.17,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,3.03,0.96,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,1.81,0.93,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,3.37,0.92,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,2.35,0.95,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,4.29,1.41,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,24.17,0.63,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,25.97,1,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,0.84,0.94,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,2.08,1.42,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,3.33,0.75,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,11.5,0.8,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,1.3,0.9,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,1.12,0.8,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,industrial,0.64,1.14,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,1.36,1.14,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,2.72,2.23,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,farmland,4.36,1.49,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,other,1.58,0.07,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,other,6.69,0.03,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,other,0.74,0.01,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,other,1.62,0.02,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,other,0.91,0,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,other,1.96,0,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,other,0.65,0.02,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,other,41.54,0.06,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,28.07,2.74,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,other,0.04,0.02,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,other,0.06,0.05,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,other,1.47,0.09,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,other,0.03,0.11,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,other,0.07,0.16,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,other,0.06,0.14,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,other,0.42,0.14,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,75.71,3.79,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,3.29,3.73,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,15.37,1.25,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,11.41,0.43,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,other,2.01,0.01,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,commercial,1.13,0.16,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,commercial,0.41,0.18,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,commercial,1.81,0.22,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,commercial,1.51,0.15,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,commercial,1.97,0.27,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,commercial,2.4,0.38,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,commercial,0.91,0.44,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,1.31,0.51,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,other,0.07,0.01,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,forest,2.92,0.15,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,58.95,0.12,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,other,0.89,0.01,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,other,0.58,0.01,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,other,0.59,0,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,other,0.28,0,"Restricted (Requires TN Nilam Auth)",Restricted
Kanyakumari,residential,52.46,0.63,"Restricted (Requires TN Nilam Auth)",Restricted
